DATE,GEO,Sex,Cancer_type,Characteristics,UOM,VALUE,Age_group
2013,New Brunswick,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2013,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2013,New Brunswick,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2013,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2013,New Brunswick,Females,Breast,Number of new cancer cases,Number,5,Middle-aged Adults
2013,New Brunswick,Females,Breast,Number of new cancer cases,Number,15,Middle-aged Adults
2013,New Brunswick,Females,Breast,Number of new cancer cases,Number,20,Middle-aged Adults
2013,New Brunswick,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2013,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,10,Old-aged Adults
2013,New Brunswick,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2013,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,10,Old-aged Adults
2013,New Brunswick,Females,Breast,Number of new cancer cases,Number,30,Old-aged Adults
2013,New Brunswick,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2013,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,20,Old-aged Adults
2013,New Brunswick,Females,Breast,Number of new cancer cases,Number,55,Old-aged Adults
2013,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,20,Old-aged Adults
2013,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,35,Old-aged Adults
2013,New Brunswick,Females,Breast,Number of new cancer cases,Number,75,Old-aged Adults
2013,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,30,Old-aged Adults
2013,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,40,Old-aged Adults
2013,New Brunswick,Females,Breast,Number of new cancer cases,Number,85,Old-aged Adults
2013,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,25,Old-aged Adults
2013,New Brunswick,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2013,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,55,Old-aged Adults
2013,New Brunswick,Females,Breast,Number of new cancer cases,Number,80,Old-aged Adults
2013,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,55,Old-aged Adults
2013,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,35,Old-aged Adults
2013,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,60,Old-aged Adults
2013,New Brunswick,Females,Breast,Number of new cancer cases,Number,45,Old-aged Adults
2013,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,30,Old-aged Adults
2013,New Brunswick,Females,Breast,Number of new cancer cases,Number,40,Old-aged Adults
2013,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,15,Old-aged Adults
2013,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,15,Old-aged Adults
2013,New Brunswick,Females,Breast,Number of new cancer cases,Number,10,Old-aged Adults
2013,New Brunswick,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2013,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2013,New Brunswick,Females,Liver,Number of new cancer cases,Number,0,Unknown
2013,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2013,New Brunswick,Females,Breast,Number of new cancer cases,Number,0,Unknown
2013,Quebec,Females,Stomach,Number of new cancer cases,Number,0,Child
2013,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2013,Quebec,Females,Liver,Number of new cancer cases,Number,0,Child
2013,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2013,Quebec,Females,Breast,Number of new cancer cases,Number,0,Child
2013,Quebec,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2013,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,5,Young Adults
2013,Quebec,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2013,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2013,Quebec,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2013,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2013,Quebec,Females,Liver,Number of new cancer cases,Number,5,Young Adults
2013,Quebec,Females,Breast,Number of new cancer cases,Number,5,Young Adults
2013,Quebec,Females,Stomach,Number of new cancer cases,Number,5,Young Adults
2013,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,10,Young Adults
2013,Quebec,Females,Breast,Number of new cancer cases,Number,30,Young Adults
2013,Quebec,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,10,Middle-aged Adults
2013,Quebec,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Quebec,Females,Breast,Number of new cancer cases,Number,85,Middle-aged Adults
2013,Quebec,Females,Stomach,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,20,Middle-aged Adults
2013,Quebec,Females,Liver,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Quebec,Females,Breast,Number of new cancer cases,Number,155,Middle-aged Adults
2013,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,40,Middle-aged Adults
2013,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,25,Middle-aged Adults
2013,Quebec,Females,Breast,Number of new cancer cases,Number,300,Middle-aged Adults
2013,Quebec,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2013,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,100,Old-aged Adults
2013,Quebec,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2013,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,100,Old-aged Adults
2013,Quebec,Females,Breast,Number of new cancer cases,Number,505,Old-aged Adults
2013,Quebec,Females,Stomach,Number of new cancer cases,Number,15,Old-aged Adults
2013,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,165,Old-aged Adults
2013,Quebec,Females,Liver,Number of new cancer cases,Number,10,Old-aged Adults
2013,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,295,Old-aged Adults
2013,Quebec,Females,Breast,Number of new cancer cases,Number,815,Old-aged Adults
2013,Quebec,Females,Stomach,Number of new cancer cases,Number,20,Old-aged Adults
2013,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,240,Old-aged Adults
2013,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,485,Old-aged Adults
2013,Quebec,Females,Breast,Number of new cancer cases,Number,790,Old-aged Adults
2013,Quebec,Females,Stomach,Number of new cancer cases,Number,35,Old-aged Adults
2013,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,295,Old-aged Adults
2013,Quebec,Females,Liver,Number of new cancer cases,Number,15,Old-aged Adults
2013,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,555,Old-aged Adults
2013,Quebec,Females,Breast,Number of new cancer cases,Number,900,Old-aged Adults
2013,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,395,Old-aged Adults
2013,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,630,Old-aged Adults
2013,Quebec,Females,Breast,Number of new cancer cases,Number,965,Old-aged Adults
2013,Quebec,Females,Stomach,Number of new cancer cases,Number,40,Old-aged Adults
2013,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,380,Old-aged Adults
2013,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,605,Old-aged Adults
2013,Quebec,Females,Breast,Number of new cancer cases,Number,665,Old-aged Adults
2013,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,385,Old-aged Adults
2013,Quebec,Females,Liver,Number of new cancer cases,Number,20,Old-aged Adults
2013,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,505,Old-aged Adults
2013,Quebec,Females,Breast,Number of new cancer cases,Number,480,Old-aged Adults
2013,Quebec,Females,Stomach,Number of new cancer cases,Number,60,Old-aged Adults
2013,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,375,Old-aged Adults
2013,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,420,Old-aged Adults
2013,Quebec,Females,Breast,Number of new cancer cases,Number,410,Old-aged Adults
2013,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,220,Old-aged Adults
2013,Quebec,Females,Breast,Number of new cancer cases,Number,280,Old-aged Adults
2013,Quebec,Females,Stomach,Number of new cancer cases,Number,25,Old-aged Adults
2013,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,185,Old-aged Adults
2013,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,115,Old-aged Adults
2013,Quebec,Females,Breast,Number of new cancer cases,Number,160,Old-aged Adults
2013,Quebec,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2013,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2013,Quebec,Females,Liver,Number of new cancer cases,Number,0,Unknown
2013,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2013,Quebec,Females,Breast,Number of new cancer cases,Number,0,Unknown
2013,Ontario,Females,Stomach,Number of new cancer cases,Number,0,Child
2013,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2013,Ontario,Females,Liver,Number of new cancer cases,Number,0,Child
2013,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2013,Ontario,Females,Breast,Number of new cancer cases,Number,0,Child
2013,Ontario,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2013,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,5,Young Adults
2013,Ontario,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2013,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2013,Ontario,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2013,Ontario,Females,Stomach,Number of new cancer cases,Number,5,Young Adults
2013,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,10,Young Adults
2013,Ontario,Females,Breast,Number of new cancer cases,Number,5,Young Adults
2013,Ontario,Females,Breast,Number of new cancer cases,Number,40,Young Adults
2013,Ontario,Females,Stomach,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,25,Middle-aged Adults
2013,Ontario,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,10,Middle-aged Adults
2013,Ontario,Females,Breast,Number of new cancer cases,Number,120,Middle-aged Adults
2013,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,40,Middle-aged Adults
2013,Ontario,Females,Liver,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,15,Middle-aged Adults
2013,Ontario,Females,Breast,Number of new cancer cases,Number,235,Middle-aged Adults
2013,Ontario,Females,Stomach,Number of new cancer cases,Number,15,Middle-aged Adults
2013,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,80,Middle-aged Adults
2013,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,35,Middle-aged Adults
2013,Ontario,Females,Breast,Number of new cancer cases,Number,525,Middle-aged Adults
2013,Ontario,Females,Stomach,Number of new cancer cases,Number,15,Old-aged Adults
2013,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,150,Old-aged Adults
2013,Ontario,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2013,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,100,Old-aged Adults
2013,Ontario,Females,Breast,Number of new cancer cases,Number,855,Old-aged Adults
2013,Ontario,Females,Stomach,Number of new cancer cases,Number,35,Old-aged Adults
2013,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,225,Old-aged Adults
2013,Ontario,Females,Liver,Number of new cancer cases,Number,15,Old-aged Adults
2013,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,240,Old-aged Adults
2013,Ontario,Females,Breast,Number of new cancer cases,Number,1145,Old-aged Adults
2013,Ontario,Females,Stomach,Number of new cancer cases,Number,50,Old-aged Adults
2013,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,300,Old-aged Adults
2013,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,400,Old-aged Adults
2013,Ontario,Females,Breast,Number of new cancer cases,Number,1050,Old-aged Adults
2013,Ontario,Females,Stomach,Number of new cancer cases,Number,45,Old-aged Adults
2013,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,345,Old-aged Adults
2013,Ontario,Females,Liver,Number of new cancer cases,Number,20,Old-aged Adults
2013,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,530,Old-aged Adults
2013,Ontario,Females,Breast,Number of new cancer cases,Number,1140,Old-aged Adults
2013,Ontario,Females,Stomach,Number of new cancer cases,Number,65,Old-aged Adults
2013,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,415,Old-aged Adults
2013,Ontario,Females,Liver,Number of new cancer cases,Number,30,Old-aged Adults
2013,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,705,Old-aged Adults
2013,Ontario,Females,Breast,Number of new cancer cases,Number,1295,Old-aged Adults
2013,Ontario,Females,Stomach,Number of new cancer cases,Number,60,Old-aged Adults
2013,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,465,Old-aged Adults
2013,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,770,Old-aged Adults
2013,Ontario,Females,Breast,Number of new cancer cases,Number,1045,Old-aged Adults
2013,Ontario,Females,Stomach,Number of new cancer cases,Number,100,Old-aged Adults
2013,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,470,Old-aged Adults
2013,Ontario,Females,Liver,Number of new cancer cases,Number,35,Old-aged Adults
2013,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,670,Old-aged Adults
2013,Ontario,Females,Breast,Number of new cancer cases,Number,700,Old-aged Adults
2013,Ontario,Females,Stomach,Number of new cancer cases,Number,75,Old-aged Adults
2013,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,515,Old-aged Adults
2013,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,595,Old-aged Adults
2013,Ontario,Females,Breast,Number of new cancer cases,Number,570,Old-aged Adults
2013,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,390,Old-aged Adults
2013,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,330,Old-aged Adults
2013,Ontario,Females,Breast,Number of new cancer cases,Number,355,Old-aged Adults
2013,Ontario,Females,Stomach,Number of new cancer cases,Number,40,Old-aged Adults
2013,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,230,Old-aged Adults
2013,Ontario,Females,Liver,Number of new cancer cases,Number,10,Old-aged Adults
2013,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,145,Old-aged Adults
2013,Ontario,Females,Breast,Number of new cancer cases,Number,235,Old-aged Adults
2013,Ontario,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2013,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2013,Ontario,Females,Liver,Number of new cancer cases,Number,0,Unknown
2013,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2013,Ontario,Females,Breast,Number of new cancer cases,Number,0,Unknown
2013,Manitoba,Females,Stomach,Number of new cancer cases,Number,0,Child
2013,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2013,Manitoba,Females,Liver,Number of new cancer cases,Number,0,Child
2013,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2013,Manitoba,Females,Breast,Number of new cancer cases,Number,0,Child
2013,Manitoba,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2013,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2013,Manitoba,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2013,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2013,Manitoba,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2013,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,5,Young Adults
2013,Manitoba,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Manitoba,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Manitoba,Females,Breast,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Manitoba,Females,Breast,Number of new cancer cases,Number,10,Middle-aged Adults
2013,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,10,Middle-aged Adults
2013,Manitoba,Females,Breast,Number of new cancer cases,Number,40,Middle-aged Adults
2013,Manitoba,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2013,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,10,Old-aged Adults
2013,Manitoba,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2013,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,5,Old-aged Adults
2013,Manitoba,Females,Breast,Number of new cancer cases,Number,65,Old-aged Adults
2013,Manitoba,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2013,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,20,Old-aged Adults
2013,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,30,Old-aged Adults
2013,Manitoba,Females,Breast,Number of new cancer cases,Number,95,Old-aged Adults
2013,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,30,Old-aged Adults
2013,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,40,Old-aged Adults
2013,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,40,Old-aged Adults
2013,Manitoba,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2013,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,55,Old-aged Adults
2013,Manitoba,Females,Breast,Number of new cancer cases,Number,110,Old-aged Adults
2013,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,45,Old-aged Adults
2013,Manitoba,Females,Breast,Number of new cancer cases,Number,115,Old-aged Adults
2013,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,50,Old-aged Adults
2013,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,70,Old-aged Adults
2013,Manitoba,Females,Breast,Number of new cancer cases,Number,75,Old-aged Adults
2013,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,45,Old-aged Adults
2013,Manitoba,Females,Breast,Number of new cancer cases,Number,40,Old-aged Adults
2013,Manitoba,Females,Breast,Number of new cancer cases,Number,50,Old-aged Adults
2013,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,25,Old-aged Adults
2013,Manitoba,Females,Breast,Number of new cancer cases,Number,25,Old-aged Adults
2013,Manitoba,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2013,Manitoba,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2013,Manitoba,Females,Liver,Number of new cancer cases,Number,0,Unknown
2013,Manitoba,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2013,Manitoba,Females,Breast,Number of new cancer cases,Number,0,Unknown
2013,Saskatchewan,Females,Stomach,Number of new cancer cases,Number,0,Child
2013,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2013,Saskatchewan,Females,Liver,Number of new cancer cases,Number,0,Child
2013,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2013,Saskatchewan,Females,Breast,Number of new cancer cases,Number,0,Child
2013,Saskatchewan,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2013,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2013,Saskatchewan,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2013,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2013,Saskatchewan,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2013,Saskatchewan,Females,Breast,Number of new cancer cases,Number,5,Young Adults
2013,Saskatchewan,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Saskatchewan,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Saskatchewan,Females,Breast,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Saskatchewan,Females,Breast,Number of new cancer cases,Number,10,Middle-aged Adults
2013,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Saskatchewan,Females,Breast,Number of new cancer cases,Number,30,Middle-aged Adults
2013,Saskatchewan,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2013,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,10,Old-aged Adults
2013,Saskatchewan,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2013,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,10,Old-aged Adults
2013,Saskatchewan,Females,Breast,Number of new cancer cases,Number,60,Old-aged Adults
2013,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,20,Old-aged Adults
2013,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,15,Old-aged Adults
2013,Saskatchewan,Females,Breast,Number of new cancer cases,Number,80,Old-aged Adults
2013,Saskatchewan,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2013,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,30,Old-aged Adults
2013,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,30,Old-aged Adults
2013,Saskatchewan,Females,Breast,Number of new cancer cases,Number,75,Old-aged Adults
2013,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,35,Old-aged Adults
2013,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,40,Old-aged Adults
2013,Saskatchewan,Females,Breast,Number of new cancer cases,Number,85,Old-aged Adults
2013,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,45,Old-aged Adults
2013,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,60,Old-aged Adults
2013,Saskatchewan,Females,Breast,Number of new cancer cases,Number,115,Old-aged Adults
2013,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,50,Old-aged Adults
2013,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,90,Old-aged Adults
2013,Saskatchewan,Females,Breast,Number of new cancer cases,Number,100,Old-aged Adults
2013,Saskatchewan,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2013,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,80,Old-aged Adults
2013,Saskatchewan,Females,Breast,Number of new cancer cases,Number,55,Old-aged Adults
2013,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,45,Old-aged Adults
2013,Saskatchewan,Females,Breast,Number of new cancer cases,Number,45,Old-aged Adults
2013,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,40,Old-aged Adults
2013,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,25,Old-aged Adults
2013,Saskatchewan,Females,Breast,Number of new cancer cases,Number,40,Old-aged Adults
2013,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,25,Old-aged Adults
2013,Saskatchewan,Females,Breast,Number of new cancer cases,Number,20,Old-aged Adults
2013,Saskatchewan,Females,Stomach,Number of new cancer cases,Number,0,Unknown
2013,Saskatchewan,Females,Colon and rectum,Number of new cancer cases,Number,0,Unknown
2013,Saskatchewan,Females,Liver,Number of new cancer cases,Number,0,Unknown
2013,Saskatchewan,Females,Lung and bronchus,Number of new cancer cases,Number,0,Unknown
2013,Saskatchewan,Females,Breast,Number of new cancer cases,Number,0,Unknown
2013,Alberta,Females,Stomach,Number of new cancer cases,Number,0,Child
2013,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2013,Alberta,Females,Liver,Number of new cancer cases,Number,0,Child
2013,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2013,Alberta,Females,Breast,Number of new cancer cases,Number,0,Child
2013,Alberta,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2013,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2013,Alberta,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2013,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2013,Alberta,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2013,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,5,Young Adults
2013,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,5,Young Adults
2013,Alberta,Females,Breast,Number of new cancer cases,Number,5,Young Adults
2013,Alberta,Females,Breast,Number of new cancer cases,Number,15,Young Adults
2013,Alberta,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Alberta,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2013,Alberta,Females,Breast,Number of new cancer cases,Number,30,Middle-aged Adults
2013,Alberta,Females,Stomach,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,15,Middle-aged Adults
2013,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,5,Middle-aged Adults
2013,Alberta,Females,Breast,Number of new cancer cases,Number,75,Middle-aged Adults
2013,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,20,Middle-aged Adults
2013,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,10,Middle-aged Adults
2013,Alberta,Females,Breast,Number of new cancer cases,Number,115,Middle-aged Adults
2013,Alberta,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2013,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,25,Old-aged Adults
2013,Alberta,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2013,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,25,Old-aged Adults
2013,Alberta,Females,Breast,Number of new cancer cases,Number,205,Old-aged Adults
2013,Alberta,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2013,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,60,Old-aged Adults
2013,Alberta,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2013,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,70,Old-aged Adults
2013,Alberta,Females,Breast,Number of new cancer cases,Number,280,Old-aged Adults
2013,Alberta,Females,Stomach,Number of new cancer cases,Number,10,Old-aged Adults
2013,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,90,Old-aged Adults
2013,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,85,Old-aged Adults
2013,Alberta,Females,Breast,Number of new cancer cases,Number,265,Old-aged Adults
2013,Alberta,Females,Liver,Number of new cancer cases,Number,10,Old-aged Adults
2013,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,125,Old-aged Adults
2013,Alberta,Females,Breast,Number of new cancer cases,Number,290,Old-aged Adults
