DATE,GEO,Age,Sex,Cancer_type,Characteristics,UOM,VALUE,Age_group
2012,Canada (excluding Quebec),0 to 4 years,Females,Other digestive system,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Larynx,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Other respiratory system,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Bones and joints,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Soft tissue (including heart),Number of new cancer cases,Number,15,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Melanomas of the skin,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Other non-epithelial skin,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Breast,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Cervix uteri,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Corpus uteri,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,"Uterus, not otherwise specified",Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Ovary,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Other female genital system,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Urinary bladder (including in situ),Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Kidney and renal pelvis,Number of new cancer cases,Number,15,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Ureter,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Other urinary organs,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Eye and orbit,Number of new cancer cases,Number,10,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Brain,Number of new cancer cases,Number,25,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Cranial nerves and other nervous system,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Thyroid,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Other endocrine,Number of new cancer cases,Number,20,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Hodgkin lymphoma,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Non-Hodgkin lymphoma,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Myeloma,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Acute lymphocytic leukemia,Number of new cancer cases,Number,50,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Chronic lymphocytic leukemia,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Acute myeloid leukemia,Number of new cancer cases,Number,15,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Chronic myeloid leukemia,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Other leukemia,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,"Other, ill-defined and unknown sites",Number of new cancer cases,Number,20,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Mesothelioma,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),0 to 4 years,Females,Kaposi sarcoma,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,"Total, all primary sites of cancer",Number of new cancer cases,Number,95,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Lip,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Tongue,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Salivary gland,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Floor of mouth,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Gum and other mouth,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Nasopharynx,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Oropharynx,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Hypopharynx,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Other oral cavity and pharynx,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Esophagus,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Stomach,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Small intestine,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Rectum and rectosigmoid,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,"Anus, anal canal and anorectum",Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Liver and intrahepatic bile ducts,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Liver,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Intrahepatic bile ducts,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Gallbladder,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Pancreas,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Other digestive system,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Larynx,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Other respiratory system,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Bones and joints,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Soft tissue (including heart),Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Melanomas of the skin,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Other non-epithelial skin,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Breast,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Cervix uteri,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Corpus uteri,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,"Uterus, not otherwise specified",Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Ovary,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Other female genital system,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Urinary bladder (including in situ),Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Kidney and renal pelvis,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Ureter,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Other urinary organs,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Eye and orbit,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Brain,Number of new cancer cases,Number,35,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Cranial nerves and other nervous system,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Thyroid,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Other endocrine,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Hodgkin lymphoma,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Non-Hodgkin lymphoma,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Myeloma,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Acute lymphocytic leukemia,Number of new cancer cases,Number,15,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Chronic lymphocytic leukemia,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Acute myeloid leukemia,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Chronic myeloid leukemia,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Other leukemia,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,"Other, ill-defined and unknown sites",Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Mesothelioma,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),5 to 9 years,Females,Kaposi sarcoma,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,"Total, all primary sites of cancer",Number of new cancer cases,Number,105,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Lip,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Tongue,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Salivary gland,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Floor of mouth,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Gum and other mouth,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Nasopharynx,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Oropharynx,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Hypopharynx,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Other oral cavity and pharynx,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Esophagus,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Stomach,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Small intestine,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Colon and rectum,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Colon excluding rectum,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Rectum and rectosigmoid,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,"Anus, anal canal and anorectum",Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Liver and intrahepatic bile ducts,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Liver,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Intrahepatic bile ducts,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Gallbladder,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Pancreas,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Other digestive system,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Larynx,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Other respiratory system,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Bones and joints,Number of new cancer cases,Number,15,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Soft tissue (including heart),Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Melanomas of the skin,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Other non-epithelial skin,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Breast,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Cervix uteri,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Corpus uteri,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,"Uterus, not otherwise specified",Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Ovary,Number of new cancer cases,Number,10,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Other female genital system,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Urinary bladder (including in situ),Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Kidney and renal pelvis,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Ureter,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Other urinary organs,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Eye and orbit,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Brain,Number of new cancer cases,Number,10,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Cranial nerves and other nervous system,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Thyroid,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Other endocrine,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Hodgkin lymphoma,Number of new cancer cases,Number,10,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Non-Hodgkin lymphoma,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Myeloma,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Acute lymphocytic leukemia,Number of new cancer cases,Number,20,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Chronic lymphocytic leukemia,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Acute myeloid leukemia,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Chronic myeloid leukemia,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Other leukemia,Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,"Other, ill-defined and unknown sites",Number of new cancer cases,Number,5,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Mesothelioma,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),10 to 14 years,Females,Kaposi sarcoma,Number of new cancer cases,Number,0,Child
2012,Canada (excluding Quebec),15 to 19 years,Females,"Total, all primary sites of cancer",Number of new cancer cases,Number,180,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Lip,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Tongue,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Salivary gland,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Floor of mouth,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Gum and other mouth,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Nasopharynx,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Oropharynx,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Hypopharynx,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Other oral cavity and pharynx,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Esophagus,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Small intestine,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Colon and rectum,Number of new cancer cases,Number,10,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Colon excluding rectum,Number of new cancer cases,Number,10,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Rectum and rectosigmoid,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,"Anus, anal canal and anorectum",Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Liver and intrahepatic bile ducts,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Intrahepatic bile ducts,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Gallbladder,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Pancreas,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Other digestive system,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Larynx,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Other respiratory system,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Bones and joints,Number of new cancer cases,Number,15,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Soft tissue (including heart),Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Melanomas of the skin,Number of new cancer cases,Number,10,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Other non-epithelial skin,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Breast,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Cervix uteri,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Corpus uteri,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,"Uterus, not otherwise specified",Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Ovary,Number of new cancer cases,Number,10,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Other female genital system,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Urinary bladder (including in situ),Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Kidney and renal pelvis,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Ureter,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Other urinary organs,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Eye and orbit,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Brain,Number of new cancer cases,Number,15,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Cranial nerves and other nervous system,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Thyroid,Number of new cancer cases,Number,35,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Other endocrine,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Hodgkin lymphoma,Number of new cancer cases,Number,40,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Non-Hodgkin lymphoma,Number of new cancer cases,Number,10,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Myeloma,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Acute lymphocytic leukemia,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Chronic lymphocytic leukemia,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Acute myeloid leukemia,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Chronic myeloid leukemia,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Other leukemia,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,"Other, ill-defined and unknown sites",Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Mesothelioma,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),15 to 19 years,Females,Kaposi sarcoma,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,"Total, all primary sites of cancer",Number of new cancer cases,Number,310,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Lip,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Tongue,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Salivary gland,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Floor of mouth,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Gum and other mouth,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Nasopharynx,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Oropharynx,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Hypopharynx,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Other oral cavity and pharynx,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Esophagus,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Stomach,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Small intestine,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Colon and rectum,Number of new cancer cases,Number,15,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Colon excluding rectum,Number of new cancer cases,Number,10,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Rectum and rectosigmoid,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,"Anus, anal canal and anorectum",Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Liver and intrahepatic bile ducts,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Intrahepatic bile ducts,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Gallbladder,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Pancreas,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Other digestive system,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Larynx,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Lung and bronchus,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Other respiratory system,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Bones and joints,Number of new cancer cases,Number,10,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Soft tissue (including heart),Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Melanomas of the skin,Number of new cancer cases,Number,30,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Other non-epithelial skin,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Breast,Number of new cancer cases,Number,15,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Cervix uteri,Number of new cancer cases,Number,15,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Corpus uteri,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,"Uterus, not otherwise specified",Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Ovary,Number of new cancer cases,Number,15,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Other female genital system,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Urinary bladder (including in situ),Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Kidney and renal pelvis,Number of new cancer cases,Number,10,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Ureter,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Other urinary organs,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Eye and orbit,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Brain,Number of new cancer cases,Number,15,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Cranial nerves and other nervous system,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Thyroid,Number of new cancer cases,Number,75,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Other endocrine,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Hodgkin lymphoma,Number of new cancer cases,Number,35,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Non-Hodgkin lymphoma,Number of new cancer cases,Number,20,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Myeloma,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Acute lymphocytic leukemia,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Chronic lymphocytic leukemia,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Acute myeloid leukemia,Number of new cancer cases,Number,10,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Chronic myeloid leukemia,Number of new cancer cases,Number,5,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,Other leukemia,Number of new cancer cases,Number,0,Young Adults
2012,Canada (excluding Quebec),20 to 24 years,Females,"Other, ill-defined and unknown sites",Number of new cancer cases,Number,10,Young Adults
